job_name,company_name,location,exp_level,exp_years,skills
Waiter / Waitress,Rayhaan Hotels & Resorts,Riyadh,Full Time,Entry Level,Customer Service/Support
QA Analyst,Beckman Coulter Diagnostics,Riyadh,Full Time,Not specified,IT/Software Development
Graphic Designer,Homes Connection Investment  ,New Cairo,Full Time,Experienced,3 - 5 Yrs of Exp
HR and Administrative supervisor,Yolo Cosmetics,New Nozha,Full Time,Manager,7+ Yrs of Exp
"Director, Development",ROSHN l روشن,Riyadh,Full Time,Manager,Business Development
Senior Sales Representative,Homes Connection Investment  ,New Cairo,Full Time,Experienced,3 - 5 Yrs of Exp
Sales Marketing Executive,Al-Zeatry For Trading and Hotel Supplies,Cairo,Full Time,Entry Level,1 - 3 Yrs of Exp
QC Manager,Archirodon Group N.V.,Dubai,Full Time,Experienced,Engineering - Construction/Civil/Architecture
Human Resources Generalist,Rident Dental Center,Nasr City,Full Time,Experienced,1 - 4 Yrs of Exp
Senior Full Stack Developer,Confidential,Cairo,Full Time,Experienced,3 - 7 Yrs of Exp
Technical Engineer,Watts Water Technologies,Riyadh,Full Time,Experienced,IT/Software Development
Receptionist Cum Secretary,Yalladuka Uae,Dubai,Full Time,Experienced,2 - 5 Yrs of Exp
Content Creator,bnbme holiday homes by hoteliers,Dubai,Full Time,Entry Level,Writing/Editorial
Logistics Assistant (Port Operations) - SSA5,World Food Program,Cairo,Full Time,Not specified,Accounting/Finance
Logistics Assistant (Crossing Operations) - SSA5 - Al-Arish,World Food Program,Cairo,Full Time,Not specified,Accounting/Finance
TypeScript Backend Developer ( Remotely ),Confidential,Cairo,Full Time,Entry Level,2 - 5 Yrs of Exp
Call Center Agent,Royal Lab,Heliopolis,Full Time,Entry Level,1 - 3 Yrs of Exp
Travel Agent,Golden eagle travel & tourism,Ras al-Khaimah,Full Time,Experienced,3 - 7 Yrs of Exp
Human Resource Administrator,Tomorrow Solar,Shorouk City,Full Time,Experienced,2 - 4 Yrs of Exp
HR Payroll Assistant,HRInvest,Kuwait City,Full Time,Entry Level,Accounting/Finance
Head of Legal and Compliance,JobIn,Dubai,Full Time,Manager,Banking
Graphic Designer,Arias Egypt ,Heliopolis,Part Time,Experienced,3 - 5 Yrs of Exp
Digital Marketing specialist,Arias Egypt ,Heliopolis,Full Time,Experienced,2 - 5 Yrs of Exp
Restaurant General Manager,MDAR Food Company,Dubai,Full Time,Experienced,Hospitality/Hotels/Food Services
Senior External Auditor - cairo,Confidential,Nasr City,Full Time,Experienced,4 - 7 Yrs of Exp
Project Admin Coordinator,MENA INTEL,Nasr City,Full Time,Entry Level,1 - 3 Yrs of Exp
Testing Technician | Hitachi Energy,Hitachi Energy Ltd.,Riyadh,Full Time,Not specified,Quality
SEO Specialist (Remote),Whizz,Cairo,Full Time,Not specified,Writing/Editorial
Senior Manager Compensation & Benefits METAP,Abbott Healthcare Products Ltd,Cairo,Full Time,Not specified,IT/Software Development
Project Manager,Atribs Metscon,Dubai,Full Time,Not specified,Engineering - Construction/Civil/Architecture
Sales executive,Qatarliving,Doha,Full Time,Not specified,Business Development
Telemarketer,Real Estate Solutions ( RES ),Cairo,Full Time,Senior Management,Customer Service/Support
Medical Representative - Alexandria,Pivot Pharma,Alexandria,Full Time,Entry Level,1 - 2 Yrs of Exp
Medical Representative - Giza,Pivot Pharma,Dokki,Full Time,Entry Level,1 - 2 Yrs of Exp
Senior Business Analyst,Advansys,Cairo,Full Time,Not specified,IT/Software Development
Financial Controller,DHL,Cairo,Full Time,Not specified,Accounting/Finance
Senior Base24 EPS Administrator,Sarmad,Riyadh,Full Time,Not specified,Administration
Senior Business Analyst - Health Insurance (On-Site),CoverGo,Riyadh,Full Time,Not specified,IT/Software Development
Partner Account Manager (PAM),Eminence Talent Group,Riyadh,Full Time,Not specified,Customer Service/Support
Senior Base24 EPS Developer,Sarmad,Riyadh,Full Time,Not specified,IT/Software Development
Executive Secretary,Talaat Moustafa Group,Dokki,Full Time,Experienced,3 - 6 Yrs of Exp
Applications Support Specialist,AlMehwar Hospital,6th of October,Full Time,Entry Level,1 - 3 Yrs of Exp
Software Tester,tamaz,Cairo,Full Time,Entry Level,0 - 3 Yrs of Exp
Sales Representative (New Cairo Branch),Global for Citizenship and Residency ,New Cairo,Full Time,Entry Level,1 - 4 Yrs of Exp
Sea Freight Executive,NTM Global,Heliopolis,Full Time,Entry Level,0 - 1 Yrs of Exp
Graphic Designer,Premium Group,Smouha,Full Time,Experienced,2+ Yrs of Exp
Branch Accountant,elbetar for trading and distribution,Alexandria,Full Time,Experienced,4 - 7 Yrs of Exp
Software Integration Engineer,Cloudberry Solutions,Cairo,Full Time,Experienced,IT/Software Development
corporate Admin Assistant,A2Z Lingerie,Smouha,Full Time,Entry Level,1 - 3 Yrs of Exp
Network Technician,Akhnaton for Trading & Distributing ,Cairo,Full Time,Entry Level,1 - 3 Yrs of Exp
Store Manager,elbetar for trading and distribution,Mandara,Full Time,Manager,5+ Yrs of Exp
Data management Business Analyst,Cloudberry Solutions,Cairo,Full Time,Experienced,IT/Software Development
Information Technology Project Manager (SDLC),Cloudberry Solutions,Cairo,Full Time,Experienced,IT/Software Development
Executive Secretary,Smart Solutions Egypt,New Cairo,Full Time,Experienced,2+ Yrs of Exp
English Customer Service Representative,Sutherland,New Cairo,Full Time,Entry Level,1 - 10 Yrs of Exp
Customer Care Advisor (Fluent English Speaker),Sutherland,New Cairo,Full Time,Entry Level,0 - 10 Yrs of Exp
Booking Agent (US Account),Sutherland,Cairo,Full Time,Entry Level,0 - 10 Yrs of Exp
Information Technology (Customer Support),Indian Health Service,Dubai,Full Time,Entry Level,Installation/Maintenance/Repair
Business Development Manager,Bit Builders Technologies,Dubai,Part Time,Experienced,Business Development
Senior Sales Account Manager - IT Sector,Jadeer,Dubai,Full Time,Experienced,Customer Service/Support
Content creator & Moderation,Confidential,Sheraton,Full Time,Experienced,1 - 3 Yrs of Exp
Laravel Developer,LookUp,Cairo,Full Time,Experienced,2 - 5 Yrs of Exp
Information Technology Project Manager,Cloudberry Solutions,Cairo,Full Time,Experienced,IT/Software Development
Payments Product Engineer,Virtusa,Dubai,Full Time,Entry Level,Creative/Design/Art
Senior Full Stack Developer .Net + Angular,ICIS,New Cairo,Full Time,Experienced,5+ Yrs of Exp
Mechanical Site Team Leader,Confidential,Cairo,Full Time,Experienced,5 - 7 Yrs of Exp
Receptionist - Sports Center (based in DIP Dubai),Black Pearl Consult,Dubai,Full Time,Entry Level,Administration
Senior Architect / Interior Designer, Decorai design  ,Rehab City,Full Time,Experienced,4 - 8 Yrs of Exp
Customer Service Team Lead,Engosoft,Nasr City,Full Time,Experienced,4+ Yrs of Exp
Telesales Agent,NEW GCC GROUP LIMITLESS ,Nasr City,Full Time,Entry Level,2 - 3 Yrs of Exp
Senior Sales Consultant,Avamina Group,Sheraton,Full Time,Experienced,2 - 3 Yrs of Exp
IT Help Desk,AlMehwar Hospital,6th of October,Full Time,Entry Level,1 - 2 Yrs of Exp
Junior Geomatics Engineer,Micro Engineering,Heliopolis,Full Time,Entry Level,0 - 2 Yrs of Exp
Senior Human Resources Generalist,London in Arabic لندن بالعربي,Cairo,Full Time,Experienced,Administration
Digital Marketing Manager,Engosoft,Nasr City,Full Time,Manager,8+ Yrs of Exp
ERP Technical Support,Confidential,6th of October,Full Time,Experienced,1 - 3 Yrs of Exp
BIM Modeler,Optimize Design,6th of October,Full Time,Entry Level,1 - 3 Yrs of Exp
Pharmacist (Female only),Pharmascienta,Zamalek,Full Time,Experienced,3 - 3 Yrs of Exp
Project Manager,Programmed,Riyadh,Full Time,Entry Level,Engineering - Construction/Civil/Architecture
Store Manager - fashion Retail,Ben Soliman,Mohandessin,Full Time,Manager,3 - 7 Yrs of Exp
Commercial Director (PST - ME),Ingersoll Rand Compressor Systems & Services,Dubai,Full Time,Manager,Business Development
Blockchain Developer,Astute Human Capital Consultancy LLC,Dubai,Full Time,Experienced,Creative/Design/Art
Mobile Marketing | ASO Specialist,Romman apps,Riyadh,Full Time,Entry Level,Marketing/PR/Advertising
Artificial Intelligence and Robotic,Astute Human Capital Consultancy LLC,Dubai,Full Time,Experienced,Accounting/Finance
Real Estate Sales Team Leader - Brokerage,Maggio Real Estate,Cairo,Full Time,Manager,4 - 10 Yrs of Exp
Instrument (HydroTest) Supervisor,Taurus Contractors Pvt Ltd,Dubai,Full Time,Experienced,Installation/Maintenance/Repair
Customer Experience Specialist,Abgad أبجد,Cairo,Full Time,Entry Level,Customer Service/Support
Remote Data Scientist,Turing,Cairo,Full Time,Entry Level,IT/Software Development
Cashier,Emirates EHSS,Dubai,Full Time,Entry Level,Accounting/Finance
HR Operations Specialist - MENA HR Operations Specialist - MENA Dubai,Tait Towers Inc.,Dubai,Full Time,Not specified,Administration
Chemistry Teacher - August 2024 start - Regent International School,schoolscompared,Dubai,Full Time,Not specified,R&D/Science
Head of Admissions & Family Experience - Sunmarke School,schoolscompared,Dubai,Full Time,Not specified,Administration
Biology Teacher - August 2024 start - Regent International School,schoolscompared,Dubai,Full Time,Not specified,R&D/Science
"Finance Associate, UAE",Flat6Labs Accelerator Company,Abu Dhabi,Full Time,Not specified,Accounting/Finance
Executive Assistant,Emirates EHSS,Dubai,Full Time,Experienced,Administration
Automation & Manual Testing,Virtusa,Doha,Full Time,Entry Level,IT/Software Development
Photographer/Videographer + Graphic Designer,Confidential,Cairo,Full Time,Experienced,5 - 15 Yrs of Exp
Technical Support VMWare,"Arrow Electronics, Inc",Cairo,Full Time,Not specified,Customer Service/Support
Full Time - Sales Associate - Outside Lawn & Garden - Day,Lowe''s,Alexandria,Full Time,Not specified,IT/Software Development
Learning Commons and FYE Librarian,Aucegypt,Cairo,Full Time,Not specified,Administration
Director of Finance - Investment,Flat6Labs Accelerator Company,Cairo,Full Time,Not specified,Accounting/Finance
QA Lead - Dubai,Phygrid,Dubai,Full Time,Not specified,IT/Software Development
Computing Teacher - August 2024 start - Sunmarke School,Which School Adviser,Dubai,Full Time,Not specified,IT/Software Development
Assistant Manager Purchasing,ANdAZ,Dubai,Freelance / Project,Experienced,Administration
Compliance Officer,GQG Partners,Dubai,Full Time,Experienced,Accounting/Finance
Finance & Accounting Internship 2024 & CFO Coffee Club 2024,Procter & Gamble,Dubai,Full Time,Not specified,Accounting/Finance
Government Affairs Director - EMEA,dLocal,Cairo,Full Time,Not specified,Accounting/Finance
Business Manager - Food,Azelis,Riyadh,Full Time,Not specified,Business Development
Client Engagement Manager- Russian,IFZA,Dubai,Full Time,Not specified,IT/Software Development
Management Accountant,Hoxton Capital Management,Dubai,Full Time,Not specified,Accounting/Finance
HR Executive,Expertise Recruitment,Kuwait City,Full Time,Not specified,Administration
Telecom Support Technician,Taurus Contractors Pvt Ltd,Dubai,Full Time,Entry Level,Installation/Maintenance/Repair
Business Development Specialist,DHL Global Forwarding,Kuwait City,Full Time,Experienced,Business Development
Senior Accountant,Premium Alu Pack,10th of Ramadan City,Full Time,Experienced,3 - 5 Yrs of Exp
Project Manager - EMEA 1,Black & Veatch,Dubai,Full Time,Experienced,Engineering - Construction/Civil/Architecture
Tele Sales Specialist,DHL Global Forwarding,Kuwait City,Full Time,Experienced,Business Development
MANAGER – DEALERS (TYRES),Kuwait Automotive Imports Company,Kuwait City,Full Time,Experienced,Customer Service/Support
"Professional Medical Representative, Hospital Acute Care-Qatar",MSD GCC,Doha,Full Time,Not specified,Medical/Healthcare
Accounting Manager,Engosoft,Nasr City,Full Time,Manager,8+ Yrs of Exp
Coffee Ambassador- Nespresso UAE,Nestlé Nespresso SA,Dubai,Full Time,Entry Level,Marketing/PR/Advertising
Accounting Intern,SNAP14 Production,Cairo,Full Time,Student,Accounting/Finance
Communication & Campaign Specialist- Nespresso UAE,Nestlé Nespresso SA,Dubai,Full Time,Entry Level,Customer Service/Support
Data Entry Clerk Admin (Remote) Work From Home,Vuzilla Inc.,Dubai,Full Time,Not specified,Administration
Team Manager,BoF Careers,Doha,Full Time,Experienced,Customer Service/Support
HR Personnel Specialist,Sykes Enterprises,Nasr City,Full Time,Entry Level,2 - 4 Yrs of Exp
Equipment Maintenance And Operations Technician,Intrepid,Doha,Full Time,Entry Level,Installation/Maintenance/Repair
Store Manager,BoF Careers,Doha,Full Time,Experienced,Customer Service/Support
Technician Electronics Intermediate OCONUS,Intrepid,Kuwait City,Full Time,Entry Level,Installation/Maintenance/Repair
Human Resources Generalist,Advanced Control Systems,Cairo,Full Time,Experienced,Administration
Travel Consultant,Air Arabia,Giza,Full Time,Experienced,3 - 7 Yrs of Exp
Graphic Designer,X estate ,New Cairo,Full Time,Experienced,3 - 5 Yrs of Exp
Open application: Engineering department (EMEA),Uberall,Cairo,Full Time,Experienced,Installation/Maintenance/Repair
NMR Service Engineer (m/f/d),Bruker,Makkah,Full Time,Entry Level,Installation/Maintenance/Repair
Country Head - Abu Dhabi/ADGM,Apex Group Ltd,Dubai,Full Time,Manager,Operations/Management
Chief Marketing Officer,Realiste,Dubai,Full Time,Senior Management,Accounting/Finance
Risk Manager - MEA,Allianz Partners,Dubai,Full Time,Experienced,Accounting/Finance
Junior Sales Representative,Misrtrac,6th of October,Full Time,Entry Level,0 - 2 Yrs of Exp
Laundry Valet (Female),Reliance Human Resources Consultancy,Dubai,Full Time,Entry Level,Hospitality/Hotels/Food Services
Embedded Software Engineer – Secure Run-time Assurance Team,Unikie,Dubai,Full Time,Entry Level,IT/Software Development
Embedded Linux Software Engineer,Unikie,Dubai,Full Time,Entry Level,IT/Software Development
Data Intelligence Reporting Specialist,Allianz Partners,Cairo,Full Time,Entry Level,IT/Software Development
Executive Assistant to Head of NextCare - Projects,Allianz Partners,Dubai,Full Time,Entry Level,Administration
Technology Strategy & Advisory Senior Manager,Accenture Middle East,Doha,Full Time,Experienced,IT/Software Development
Leasing Lead,MAGRABi Retail Group,Cairo,Full Time,Experienced,Customer Service/Support
Technical Support VMWare,Arrow Electronics,Cairo,Full Time,Experienced,Customer Service/Support
Content Creator,Confidential,Nasr City,Full Time,Experienced,3 - 5 Yrs of Exp
Intern - Shopper & Customer Marketing,Beiersdorf,Dubai,Full Time,Student,Accounting/Finance
Extrusion Operator,Qualified Group,Dubai,Full Time,Entry Level,Installation/Maintenance/Repair
Service Leader - Front Office Senior Supervisor,Shangri-La Group,Dubai,Full Time,Entry Level,Customer Service/Support
Service Associate - Front Office Agent,Shangri-La Group,Dubai,Full Time,Entry Level,Accounting/Finance
CONSULTOR DE CLIENTES,ZEMA,Riyadh,Full Time,Experienced,Engineering - Construction/Civil/Architecture
Customer Success Manager (Travel),PROS,Doha,Full Time,Experienced,Customer Service/Support
HR Officer (Analyst),BlackRock,Riyadh,Full Time,Not specified,Administration
Affinity Business Development,WTW,Cairo,Full Time,Experienced,Business Development
International sales agent (Remote),Royal Vacation,New Cairo,Full Time,Entry Level,0 - 2 Yrs of Exp
Sustainability Officer,CPL Aromas,Dubai,Full Time,Entry Level,Customer Service/Support
Freelance Recruiter,High5,Dubai,Full Time,Not specified,Customer Service/Support
Artificial Intelligence Engineer,additiv,Dubai,Full Time,Entry Level,IT/Software Development
PX 4 Developer in Abu Dhabi,Unikie,Dubai,Full Time,Entry Level,IT/Software Development
Sales Manager Africa,Medline Europe,Cairo,Full Time,Experienced,Customer Service/Support
"Senior Counsel, Global Investigations (ME, Africa, Europe)",GE Vernova,Dubai,Full Time,Manager,Human Resources
Remote Assistant (min. German C1) -  Full time (m/w/d),SAWOO,Cairo,Full Time,Entry Level,Installation/Maintenance/Repair
"Country Commercial Manager, Egypt",Beiersdorf,Cairo,Full Time,Experienced,Business Development
VP of Commcerial (Cryptocurrency/Stablecoin/Fully Remote/Africa),Black Pen Recruitment,Dubai,Full Time,Senior Management,Accounting/Finance
Waiter/Waitress,Grand Hyatt,Dubai,Full Time,Entry Level,Customer Service/Support
"Business Development Representative, ME",Denodo,Riyadh,Full Time,Entry Level,Business Development
OD & Workforce Specialist,Qatar Shipyard Technology Solutions,Doha,Full Time,Experienced,Human Resources
Senior Business Analyst,Virtusa,Doha,Full Time,Entry Level,IT/Software Development
Azure Solution Architect -Azure Data Analytics,SoftwareOne,Dubai,Full Time,Experienced,Installation/Maintenance/Repair
M365 Productivity Architect,SoftwareOne,Dubai,Full Time,Experienced,IT/Software Development
Business Development Executive,Royal Damac Tours and Travel LLC,Dubai,Full Time,Experienced,Business Development
Search Engine Optimization Specialist,Confidential,Nasr City,Full Time,Experienced,3 - 5 Yrs of Exp
Virtual Assistant (Start your Upwork Journey),bousla,Cairo,Freelance / Project,Entry Level,Administration
"Consultant Neurosurgeon, Mediclinic Parkview Hospital, Dubai, UAE",Mediclinic Middle East,Dubai,Full Time,Experienced,Medical/Healthcare
Hiring for Training and Quality Manager,Intouch CX ,Maadi,Full Time,Manager,4 - 7 Yrs of Exp
Senior DevOps Engineer with QA experience,Unikie,Dubai,Full Time,Experienced,IT/Software Development
Medical Manager,Astellas Pharma,Cairo,Full Time,Experienced,Medical/Healthcare
"EHS Officer, Continuum of Care Business, Mediclinic Corporate Office, Dubai",Mediclinic Middle East,Dubai,Full Time,Entry Level,Quality
Distribution Sales Manager,Ingersoll Rand Compressor Systems & Services,Dubai,Full Time,Experienced,Customer Service/Support
Technical Support Specialist,Smiths Detection,Dubai,Full Time,Entry Level,Customer Service/Support
Office Manager and HR support,Dexcom,Riyadh,Full Time,Not specified,Administration
Engineering Manager - Mediclinic Airport Road Hospital,Mediclinic Middle East,Dubai,Full Time,Experienced,Engineering - Construction/Civil/Architecture
Intern - Teaching Assistant (Tech),Simplilearn,Riyadh,Freelance / Project,Entry Level,Accounting/Finance
Railway Maintenance Manager,Catenon,Riyadh,Full Time,Experienced,Installation/Maintenance/Repair
Marketing Coordinator,Apexos Group,New Cairo,Full Time,Experienced,2 - 5 Yrs of Exp
Sales & Operation Specialist,Confidential,Sheikh Zayed,Full Time,Experienced,1+ Yrs of Exp
Senior Software Engineer,Unikie,Dubai,Full Time,Experienced,IT/Software Development
Remote Account Manager,SkyGlide Airways,Cairo,Freelance / Project,Entry Level,Customer Service/Support
Tensioner Operator,Taurus Contractors Pvt Ltd,Dubai,Full Time,Entry Level,Administration
